CustomerID,TransactionDate,TransactionAmount,ProductCategory
C0123,2024-04-02 14:27:00,193.65,Books
C0199,2024-02-26 05:29:00,499.9,Electronics
C0840,2024-01-18 05:50:00,211.0,Clothing
C0053,2024-02-21 19:16:00,315.35,Grocery
C0298,2024-01-29 19:37:00,157.65,Sports
C0858,2024-02-11 15:17:00,235.91,Electronics
C0355,2024-01-28 19:04:00,253.84,Electronics
C0648,2024-01-24 01:38:00,203.05,Books
C0892,2024-04-13 23:09:00,201.26,Clothing
C0826,2024-02-01 04:18:00,303.61,Sports
C0150,2024-04-10 06:43:00,454.39,Electronics
C0518,2024-01-03 12:19:00,220.02,Books
C0415,2024-01-25 15:58:00,129.43,Books
C0706,2024-01-01 01:05:00,20.64,Sports
C0022,2024-03-19 12:02:00,477.05,Sports
C0241,2024-01-06 09:37:00,111.02,Books
C0099,2024-02-05 07:38:00,196.92,Books
C0040,2024-02-04 00:23:00,183.64,Clothing
C0445,2024-03-23 21:29:00,170.31,Clothing
C0641,2024-03-17 00:29:00,410.52,Books
C0071,2024-02-26 17:34:00,93.37,Electronics
C0275,2024-03-27 10:56:00,172.69,Grocery
C0265,2024-01-12 16:37:00,429.65,Clothing
C0535,2024-02-22 10:46:00,80.23,Clothing
C0732,2024-03-10 12:19:00,370.44,Grocery
C0115,2024-03-19 01:23:00,205.6,Electronics
C0630,2024-02-11 10:55:00,42.99,Sports
C0208,2024-03-29 11:55:00,222.68,Books
C0737,2024-01-05 21:47:00,470.9,Books
C0002,2024-03-28 08:10:00,129.54,Books
C0664,2024-01-13 05:43:00,269.59,Clothing
C0849,2024-03-10 03:45:00,442.6,Clothing
C0854,2024-02-07 22:58:00,104.75,Clothing
C0140,2024-03-08 10:32:00,426.34,Grocery
C0580,2024-01-04 06:24:00,454.2,Sports
C0506,2024-04-09 21:20:00,313.91,Electronics
C0249,2024-01-11 07:05:00,245.47,Clothing
C0287,2024-02-13 00:26:00,146.47,Grocery
C0340,2024-01-08 02:51:00,171.71,Grocery
C0162,2024-03-03 18:58:00,224.61,Sports
C0459,2024-02-07 15:56:00,241.33,Grocery
C0783,2024-01-17 04:53:00,372.61,Clothing
C0766,2024-01-30 06:59:00,207.72,Books
C0032,2024-04-10 03:08:00,381.84,Clothing
C0134,2024-01-17 03:06:00,179.24,Electronics
C0414,2024-03-14 09:17:00,448.94,Books
C0843,2024-04-02 01:41:00,153.75,Electronics
C0785,2024-03-15 08:50:00,227.94,Electronics
C0305,2024-02-10 09:13:00,395.27,Clothing
C0664,2024-03-23 12:45:00,420.71,Electronics
C0312,2024-01-29 23:02:00,27.14,Sports
C0257,2024-02-17 00:25:00,387.11,Grocery
C0328,2024-04-02 11:11:00,487.68,Grocery
C0152,2024-04-09 11:34:00,329.65,Clothing
C0485,2024-03-13 03:18:00,248.41,Books
C0432,2024-01-25 09:37:00,23.41,Books
C0433,2024-03-09 21:55:00,247.7,Clothing
C0362,2024-03-24 01:59:00,439.32,Clothing
C0666,2024-04-08 18:27:00,80.05,Grocery
C0409,2024-01-26 15:20:00,470.49,Grocery
C0531,2024-02-08 15:31:00,198.54,Grocery
C0321,2024-02-28 18:04:00,275.27,Grocery
C0522,2024-02-04 16:46:00,154.82,Grocery
C0751,2024-04-05 18:25:00,25.47,Grocery
C0578,2024-02-28 06:19:00,375.24,Books
C0653,2024-02-27 19:19:00,48.3,Grocery
C0473,2024-01-22 02:02:00,317.82,Books
C0505,2024-02-21 10:43:00,37.57,Clothing
C0632,2024-01-29 08:56:00,439.75,Grocery
C0096,2024-01-06 10:25:00,341.69,Sports
C0360,2024-03-11 00:59:00,207.24,Clothing
C0659,2024-01-10 19:03:00,356.76,Books
C0067,2024-01-07 21:18:00,199.04,Grocery
C0244,2024-02-08 11:44:00,297.8,Sports
C0159,2024-04-13 09:41:00,58.26,Clothing
C0017,2024-03-02 13:35:00,14.23,Clothing
C0823,2024-03-04 23:05:00,113.16,Clothing
C0291,2024-01-02 12:18:00,464.62,Sports
C0659,2024-02-19 15:04:00,51.51,Grocery
C0134,2024-01-27 08:35:00,406.54,Clothing
C0898,2024-01-22 03:37:00,353.62,Electronics
C0431,2024-02-27 08:43:00,105.7,Books
C0486,2024-01-09 14:03:00,238.44,Electronics
C0413,2024-01-07 21:11:00,320.94,Sports
C0199,2024-03-22 12:04:00,493.84,Grocery
C0646,2024-03-23 11:05:00,177.71,Electronics
C0740,2024-02-17 00:04:00,428.7,Grocery
C0251,2024-04-07 00:07:00,106.45,Sports
C0546,2024-03-09 13:56:00,143.07,Books
C0346,2024-01-28 03:16:00,456.58,Sports
C0197,2024-03-20 02:42:00,87.65,Grocery
C0555,2024-03-25 20:34:00,215.7,Clothing
C0846,2024-03-22 10:47:00,342.24,Grocery
C0286,2024-02-09 23:46:00,454.18,Electronics
C0845,2024-02-05 07:47:00,229.27,Clothing
C0121,2024-04-11 04:29:00,88.65,Grocery
C0841,2024-04-02 11:25:00,338.85,Clothing
C0239,2024-01-02 11:24:00,320.13,Clothing
C0253,2024-01-03 23:24:00,298.78,Clothing
C0015,2024-03-26 01:52:00,372.77,Electronics
C0532,2024-01-23 17:07:00,258.03,Books
C0526,2024-01-26 20:36:00,448.25,Sports
C0560,2024-01-29 21:58:00,381.21,Electronics
C0022,2024-04-12 07:58:00,143.9,Clothing
C0427,2024-01-19 04:37:00,249.61,Books
C0396,2024-03-21 04:08:00,112.99,Books
C0150,2024-03-20 16:34:00,470.34,Books
C0871,2024-01-16 10:24:00,356.27,Electronics
C0602,2024-03-16 16:39:00,225.36,Electronics
C0348,2024-03-01 05:40:00,28.16,Clothing
C0738,2024-01-04 18:00:00,309.74,Sports
C0297,2024-04-11 06:16:00,316.16,Sports
C0425,2024-03-11 10:14:00,169.12,Sports
C0069,2024-01-02 12:17:00,435.95,Clothing
C0099,2024-01-11 16:12:00,354.6,Books
C0867,2024-03-24 01:05:00,412.08,Electronics
C0551,2024-03-29 04:12:00,175.96,Clothing
C0002,2024-03-25 09:58:00,315.66,Books
C0529,2024-03-16 18:29:00,335.55,Clothing
C0455,2024-03-11 06:28:00,84.75,Books
C0641,2024-01-03 23:00:00,102.04,Sports
C0726,2024-03-17 13:06:00,207.71,Books
C0444,2024-01-03 17:11:00,408.19,Electronics
C0749,2024-02-11 10:14:00,484.21,Electronics
C0194,2024-04-08 00:43:00,343.6,Grocery
C0324,2024-03-19 19:54:00,438.94,Grocery
C0480,2024-01-24 18:03:00,284.43,Clothing
C0326,2024-02-14 08:58:00,187.59,Books
C0202,2024-03-07 00:38:00,439.98,Grocery
C0117,2024-02-12 07:59:00,87.69,Sports
C0827,2024-02-06 09:31:00,187.16,Grocery
C0098,2024-03-17 06:55:00,463.57,Sports
C0347,2024-01-06 11:28:00,417.4,Sports
C0600,2024-02-22 19:12:00,248.84,Sports
C0242,2024-02-29 21:56:00,270.58,Books
C0405,2024-01-01 05:00:00,22.04,Sports
C0057,2024-03-01 18:44:00,346.35,Books
C0745,2024-02-04 03:00:00,421.34,Books
C0622,2024-03-14 17:28:00,357.41,Electronics
C0171,2024-03-21 07:43:00,321.0,Clothing
C0493,2024-01-12 19:53:00,402.03,Electronics
C0206,2024-01-13 16:19:00,124.71,Sports
C0091,2024-02-12 14:39:00,446.94,Grocery
C0447,2024-04-13 21:55:00,324.63,Electronics
C0487,2024-04-04 10:39:00,142.73,Grocery
C0461,2024-01-30 16:18:00,331.62,Clothing
C0074,2024-02-26 18:05:00,337.06,Books
C0623,2024-03-13 10:06:00,176.07,Electronics
C0590,2024-01-18 16:38:00,420.51,Grocery
C0129,2024-03-19 03:46:00,430.56,Clothing
C0796,2024-01-05 21:51:00,465.49,Books
C0146,2024-03-07 18:10:00,237.3,Clothing
C0247,2024-01-31 01:44:00,84.82,Sports
C0653,2024-01-30 22:07:00,416.4,Grocery
C0032,2024-01-26 22:26:00,244.72,Grocery
C0625,2024-02-17 17:06:00,303.56,Books
C0111,2024-02-05 11:50:00,492.71,Books
C0716,2024-02-03 09:22:00,122.69,Grocery
C0795,2024-01-25 15:47:00,300.1,Sports
C0292,2024-03-21 13:21:00,423.05,Electronics
C0407,2024-02-22 07:26:00,404.14,Sports
C0389,2024-01-28 08:57:00,279.57,Sports
C0077,2024-04-07 14:28:00,429.34,Sports
C0380,2024-03-15 23:50:00,156.92,Books
C0614,2024-03-08 13:13:00,243.98,Grocery
C0874,2024-01-07 23:10:00,393.71,Clothing
C0893,2024-02-08 21:04:00,197.49,Clothing
C0160,2024-01-22 12:35:00,88.49,Clothing
C0870,2024-04-06 04:56:00,90.54,Electronics
C0256,2024-02-24 18:12:00,427.64,Electronics
C0083,2024-03-24 01:38:00,132.72,Electronics
C0040,2024-01-02 01:57:00,308.59,Books
C0534,2024-03-13 10:40:00,195.71,Electronics
C0839,2024-04-09 19:25:00,158.3,Grocery
C0662,2024-02-21 01:40:00,412.0,Grocery
C0812,2024-01-13 19:05:00,477.58,Books
C0025,2024-04-08 12:07:00,349.85,Clothing
C0756,2024-01-30 03:43:00,469.09,Sports
C0750,2024-03-02 00:18:00,65.8,Electronics
C0444,2024-04-07 16:12:00,220.76,Books
C0883,2024-04-03 09:32:00,486.7,Electronics
C0744,2024-04-04 20:26:00,42.55,Electronics
C0107,2024-02-25 14:33:00,336.25,Books
C0461,2024-03-01 14:38:00,53.47,Sports
C0098,2024-01-09 01:12:00,271.89,Books
C0673,2024-02-11 00:44:00,484.85,Electronics
C0032,2024-01-09 11:52:00,123.37,Sports
C0151,2024-02-19 14:24:00,303.31,Grocery
C0188,2024-03-29 21:01:00,118.49,Grocery
C0055,2024-01-03 18:49:00,336.1,Books
C0450,2024-03-12 00:43:00,161.0,Books
C0401,2024-01-09 15:01:00,260.84,Grocery
C0410,2024-01-19 22:48:00,427.61,Electronics
C0131,2024-02-10 21:14:00,16.6,Clothing
C0261,2024-03-15 20:20:00,489.56,Books
C0325,2024-02-15 11:58:00,28.92,Electronics
C0878,2024-03-18 23:05:00,457.39,Sports
C0020,2024-02-06 14:37:00,91.33,Books
C0068,2024-01-20 15:02:00,110.29,Books
C0824,2024-01-16 03:30:00,323.81,Clothing
C0396,2024-03-21 02:27:00,206.89,Sports
C0488,2024-02-26 23:03:00,397.53,Electronics
C0304,2024-03-03 15:59:00,340.15,Grocery
C0525,2024-03-05 21:11:00,324.9,Books
C0487,2024-03-04 11:39:00,283.05,Grocery
C0386,2024-02-20 14:15:00,172.51,Books
C0449,2024-01-28 00:29:00,215.19,Electronics
C0292,2024-01-12 14:14:00,77.47,Electronics
C0261,2024-03-16 00:54:00,27.66,Clothing
C0312,2024-03-16 04:54:00,121.59,Sports
C0506,2024-02-03 06:11:00,492.53,Grocery
C0277,2024-04-06 23:01:00,337.96,Clothing
C0433,2024-02-15 05:20:00,308.81,Grocery
C0331,2024-02-28 10:02:00,184.16,Electronics
C0565,2024-01-02 14:18:00,279.31,Grocery
C0441,2024-03-03 10:43:00,324.88,Electronics
C0213,2024-02-14 13:09:00,67.25,Clothing
C0476,2024-02-27 08:55:00,449.15,Electronics
C0476,2024-01-13 20:58:00,287.22,Grocery
C0252,2024-02-24 13:48:00,9.92,Electronics
C0148,2024-01-19 05:53:00,113.43,Electronics
C0551,2024-01-06 05:14:00,222.19,Electronics
C0067,2024-01-09 09:50:00,402.59,Books
C0040,2024-02-03 04:29:00,156.8,Books
C0605,2024-01-17 23:49:00,496.83,Sports
C0381,2024-01-05 05:12:00,15.54,Books
C0249,2024-03-21 10:37:00,84.84,Clothing
C0096,2024-03-24 08:57:00,89.8,Grocery
C0834,2024-01-07 18:33:00,15.53,Grocery
C0266,2024-04-12 07:23:00,119.85,Electronics
C0592,2024-04-09 23:37:00,287.54,Books
C0364,2024-02-14 14:46:00,107.35,Electronics
C0185,2024-03-17 21:15:00,218.81,Grocery
C0059,2024-03-31 01:17:00,259.7,Sports
C0864,2024-03-22 06:29:00,236.04,Sports
C0124,2024-01-28 05:33:00,494.34,Grocery
C0816,2024-02-08 12:53:00,25.02,Clothing
C0805,2024-02-26 08:16:00,289.99,Books
C0160,2024-04-04 08:39:00,76.42,Grocery
C0536,2024-01-27 05:12:00,142.66,Grocery
C0524,2024-01-23 09:01:00,263.28,Electronics
C0784,2024-01-22 06:35:00,45.09,Clothing
C0070,2024-03-06 07:48:00,221.19,Clothing
C0821,2024-03-15 09:11:00,498.74,Grocery
C0810,2024-01-30 23:51:00,178.91,Books
C0180,2024-01-03 00:52:00,131.75,Clothing
C0511,2024-02-11 16:26:00,257.73,Books
C0311,2024-01-23 08:59:00,426.9,Books
C0747,2024-03-01 01:17:00,359.89,Grocery
C0365,2024-02-03 05:17:00,227.37,Sports
C0283,2024-01-28 14:56:00,51.77,Electronics
C0697,2024-01-16 11:24:00,261.97,Grocery
C0121,2024-03-28 23:16:00,80.45,Sports
C0165,2024-03-15 03:05:00,451.62,Grocery
C0749,2024-02-27 12:19:00,467.2,Electronics
C0239,2024-02-01 23:00:00,146.35,Grocery
C0415,2024-01-05 13:29:00,478.58,Electronics
C0773,2024-01-08 22:36:00,156.24,Clothing
C0294,2024-04-05 02:44:00,381.87,Grocery
C0724,2024-01-15 09:02:00,137.69,Sports
C0558,2024-02-10 18:15:00,221.97,Books
C0471,2024-03-07 05:27:00,154.6,Electronics
C0634,2024-02-05 13:09:00,375.53,Clothing
C0025,2024-03-23 21:12:00,20.2,Electronics
C0476,2024-03-26 23:20:00,351.79,Books
C0546,2024-03-19 18:10:00,92.62,Electronics
C0157,2024-04-06 12:49:00,326.84,Clothing
C0122,2024-02-16 07:40:00,342.7,Clothing
C0342,2024-03-30 07:57:00,386.76,Clothing
C0097,2024-02-12 06:17:00,237.03,Electronics
C0158,2024-03-01 03:02:00,24.01,Grocery
C0069,2024-02-10 14:07:00,176.26,Electronics
C0294,2024-03-14 13:59:00,108.69,Clothing
C0555,2024-02-15 11:01:00,459.97,Electronics
C0086,2024-03-01 02:09:00,452.71,Clothing
C0009,2024-01-12 22:09:00,312.23,Books
C0699,2024-02-05 15:21:00,391.09,Books
C0228,2024-02-11 01:47:00,110.68,Books
C0338,2024-03-11 06:26:00,94.83,Clothing
C0640,2024-02-08 01:46:00,126.41,Grocery
C0280,2024-02-07 07:07:00,5.85,Sports
C0738,2024-03-19 10:40:00,399.51,Books
C0736,2024-02-19 05:06:00,152.47,Clothing
C0279,2024-04-03 08:44:00,252.96,Clothing
C0885,2024-02-19 09:32:00,85.12,Books
C0574,2024-01-18 12:29:00,480.31,Electronics
C0576,2024-03-04 15:05:00,198.21,Books
C0046,2024-03-23 08:49:00,201.87,Clothing
C0846,2024-02-11 14:01:00,292.36,Clothing
C0395,2024-04-04 07:44:00,194.59,Books
C0427,2024-02-18 08:26:00,362.51,Clothing
C0532,2024-02-10 10:33:00,414.61,Grocery
C0593,2024-03-08 03:39:00,12.84,Books
C0835,2024-01-20 13:54:00,461.57,Books
C0093,2024-03-04 14:05:00,491.78,Clothing
C0134,2024-03-22 18:17:00,244.25,Electronics
C0251,2024-01-03 01:13:00,86.21,Sports
C0507,2024-01-26 05:47:00,356.32,Electronics
C0622,2024-02-05 22:25:00,183.76,Grocery
C0061,2024-03-17 10:44:00,259.23,Books
C0121,2024-02-18 13:37:00,263.02,Clothing
C0783,2024-02-27 07:59:00,419.96,Electronics
C0315,2024-03-19 18:09:00,61.6,Electronics
C0643,2024-01-30 05:45:00,159.86,Sports
C0336,2024-03-25 02:49:00,242.92,Sports
C0688,2024-03-29 21:14:00,204.74,Sports
C0491,2024-02-22 19:41:00,118.37,Books
C0695,2024-04-05 18:12:00,491.33,Sports
C0558,2024-03-03 22:04:00,353.09,Electronics
C0569,2024-01-02 19:18:00,450.12,Books
C0602,2024-03-25 00:49:00,291.92,Grocery
C0511,2024-02-13 08:06:00,122.72,Electronics
C0411,2024-03-31 16:55:00,318.44,Books
C0281,2024-04-11 05:49:00,362.56,Grocery
C0048,2024-01-16 09:14:00,320.6,Sports
C0610,2024-01-13 10:57:00,376.1,Electronics
C0443,2024-01-10 06:21:00,18.71,Grocery
C0585,2024-03-12 08:46:00,460.65,Electronics
C0692,2024-01-22 12:46:00,20.07,Books
C0541,2024-03-11 09:46:00,134.42,Electronics
C0733,2024-01-18 04:00:00,145.79,Electronics
C0092,2024-02-29 13:35:00,337.36,Clothing
C0643,2024-02-06 18:46:00,172.28,Clothing
C0201,2024-03-03 00:30:00,223.88,Books
C0160,2024-01-26 09:16:00,316.95,Clothing
C0341,2024-02-12 14:04:00,443.99,Books
C0250,2024-01-10 18:47:00,51.64,Books
C0403,2024-03-20 21:45:00,354.83,Clothing
C0483,2024-03-10 14:27:00,78.06,Clothing
C0754,2024-01-14 16:56:00,331.89,Grocery
C0149,2024-03-17 21:32:00,136.22,Books
C0652,2024-03-13 23:16:00,219.48,Grocery
C0898,2024-02-22 08:43:00,71.69,Electronics
C0699,2024-01-05 03:38:00,222.0,Clothing
C0752,2024-01-24 18:14:00,413.05,Books
C0868,2024-02-13 19:42:00,299.31,Sports
C0094,2024-03-23 09:17:00,500.0,Electronics
C0388,2024-03-19 03:19:00,16.25,Sports
C0608,2024-01-15 02:36:00,194.27,Electronics
C0121,2024-03-12 15:12:00,142.27,Electronics
C0711,2024-01-18 00:26:00,39.73,Clothing
C0509,2024-03-07 12:18:00,325.22,Books
C0221,2024-02-14 10:17:00,485.85,Clothing
C0748,2024-01-28 04:21:00,394.4,Electronics
C0420,2024-02-25 04:28:00,428.49,Electronics
C0826,2024-03-02 16:43:00,483.9,Clothing
C0832,2024-04-04 05:05:00,311.53,Electronics
C0459,2024-03-27 06:43:00,486.0,Grocery
C0789,2024-03-16 05:14:00,325.71,Sports
C0552,2024-03-25 04:23:00,107.58,Grocery
C0052,2024-04-14 02:51:00,275.33,Books
C0095,2024-01-24 13:08:00,241.49,Books
C0174,2024-02-08 05:30:00,261.66,Books
C0076,2024-03-31 23:03:00,491.14,Clothing
C0763,2024-02-16 22:55:00,409.18,Grocery
C0313,2024-03-08 04:12:00,79.84,Grocery
C0035,2024-01-28 20:03:00,34.45,Grocery
C0621,2024-02-23 13:42:00,418.42,Electronics
C0894,2024-02-06 05:30:00,350.11,Grocery
C0630,2024-02-23 15:18:00,436.05,Grocery
C0319,2024-02-14 22:14:00,229.84,Electronics
C0728,2024-01-12 03:34:00,207.54,Electronics
