CustomerID,TransactionDate,TransactionAmount,ProductCategory
C0456,2024-03-23 01:00:00,2914.2,Sports
C0462,2024-03-20 12:00:00,3741.63,Electronics
C0215,2024-01-16 15:00:00,4059.79,Electronics
C0252,2024-05-27 02:00:00,3284.11,Books
C0190,2024-04-19 19:00:00,644.84,Electronics
C0296,2024-03-06 10:00:00,1694.65,Sports
C0213,2024-04-16 16:00:00,4640.78,Books
C0208,2024-05-21 07:00:00,1126.95,Grocery
C0237,2024-05-03 13:00:00,1863.97,Electronics
C0338,2024-05-31 19:00:00,2163.22,Clothing
C0367,2024-06-09 10:00:00,2199.83,Electronics
C0053,2024-02-06 08:00:00,3066.63,Grocery
C0280,2024-02-22 04:00:00,4715.66,Books
C0410,2024-02-24 18:00:00,1207.26,Grocery
C0217,2024-04-30 18:00:00,611.9,Clothing
C0252,2024-01-04 05:00:00,991.37,Sports
C0188,2024-04-19 05:00:00,4435.19,Electronics
C0380,2024-06-25 03:00:00,3230.83,Books
C0493,2024-01-26 00:00:00,1433.1,Sports
C0041,2024-02-14 09:00:00,4080.65,Grocery
C0157,2024-03-30 00:00:00,4307.54,Books
C0015,2024-04-12 01:00:00,4233.34,Sports
C0301,2024-04-07 15:00:00,4595.04,Books
C0065,2024-03-18 15:00:00,1264.94,Clothing
C0345,2024-02-24 22:00:00,3776.43,Clothing
C0327,2024-05-29 21:00:00,2305.39,Electronics
C0009,2024-06-05 18:00:00,4210.78,Electronics
C0344,2024-04-01 06:00:00,3643.81,Clothing
C0129,2024-02-11 08:00:00,3883.35,Books
C0492,2024-04-23 00:00:00,3282.53,Clothing
C0136,2024-04-01 08:00:00,891.26,Electronics
C0472,2024-02-22 00:00:00,2727.41,Clothing
C0063,2024-05-07 06:00:00,4923.43,Clothing
C0139,2024-06-17 01:00:00,4687.25,Books
C0499,2024-03-24 05:00:00,220.65,Sports
C0081,2024-06-02 15:00:00,828.25,Electronics
C0392,2024-03-30 15:00:00,662.99,Books
C0163,2024-06-16 10:00:00,3631.27,Clothing
C0419,2024-05-09 14:00:00,4089.84,Clothing
C0289,2024-03-23 02:00:00,1071.49,Sports
C0379,2024-01-09 05:00:00,2531.73,Electronics
C0261,2024-04-19 10:00:00,4204.31,Electronics
C0490,2024-02-20 02:00:00,3665.34,Grocery
C0231,2024-03-25 19:00:00,2713.47,Electronics
C0041,2024-01-20 21:00:00,2953.79,Sports
C0028,2024-02-22 06:00:00,2544.26,Grocery
C0135,2024-02-08 10:00:00,1491.25,Grocery
C0201,2024-01-18 11:00:00,2827.28,Clothing
C0328,2024-04-01 20:00:00,3445.98,Clothing
C0268,2024-04-18 05:00:00,4367.25,Electronics
C0418,2024-02-16 16:00:00,3183.28,Grocery
C0033,2024-05-07 20:00:00,3806.8,Clothing
C0048,2024-02-09 14:00:00,804.56,Sports
C0407,2024-04-07 08:00:00,2310.48,Clothing
C0062,2024-04-03 11:00:00,51.61,Clothing
C0216,2024-04-20 05:00:00,1237.16,Grocery
C0293,2024-03-18 09:00:00,3633.68,Grocery
C0099,2024-03-18 17:00:00,4959.09,Books
C0172,2024-05-01 08:00:00,500.39,Sports
C0360,2024-04-28 21:00:00,2010.46,Grocery
C0214,2024-05-14 12:00:00,4001.35,Electronics
C0475,2024-06-03 23:00:00,1024.16,Sports
C0035,2024-05-14 12:00:00,2777.65,Sports
C0449,2024-04-08 19:00:00,3666.69,Grocery
C0227,2024-04-30 11:00:00,3081.85,Sports
C0101,2024-06-05 12:00:00,944.18,Grocery
C0431,2024-06-25 01:00:00,1780.15,Clothing
C0462,2024-01-04 22:00:00,3920.04,Books
C0131,2024-04-21 10:00:00,2773.36,Clothing
C0257,2024-03-22 11:00:00,31.12,Grocery
C0005,2024-02-03 01:00:00,3806.15,Grocery
C0218,2024-03-17 10:00:00,181.38,Clothing
C0255,2024-03-29 04:00:00,3729.94,Electronics
C0398,2024-06-20 02:00:00,1016.39,Electronics
C0359,2024-05-18 13:00:00,4790.58,Electronics
C0283,2024-05-01 15:00:00,1842.86,Grocery
C0393,2024-04-18 05:00:00,1638.02,Sports
C0207,2024-05-13 13:00:00,748.7,Grocery
C0015,2024-02-03 22:00:00,1531.49,Sports
C0346,2024-01-15 09:00:00,4383.87,Clothing
C0042,2024-04-07 21:00:00,4981.69,Books
C0380,2024-01-16 02:00:00,1844.71,Sports
C0461,2024-04-11 19:00:00,2245.81,Electronics
C0179,2024-04-04 09:00:00,3611.74,Grocery
C0063,2024-04-01 04:00:00,4431.55,Clothing
C0352,2024-05-05 05:00:00,2967.26,Electronics
C0231,2024-05-16 17:00:00,1960.67,Clothing
C0241,2024-02-11 00:00:00,2066.05,Books
C0052,2024-03-09 07:00:00,3479.61,Grocery
C0096,2024-02-04 11:00:00,21.08,Grocery
C0388,2024-04-23 18:00:00,3099.85,Books
C0222,2024-05-27 03:00:00,1780.69,Grocery
C0485,2024-05-02 07:00:00,3972.02,Sports
C0407,2024-06-10 12:00:00,469.49,Clothing
C0231,2024-01-06 06:00:00,2943.07,Electronics
C0237,2024-05-12 09:00:00,2407.46,Books
C0143,2024-05-07 08:00:00,3213.42,Sports
C0171,2024-01-26 03:00:00,328.94,Electronics
C0029,2024-05-23 17:00:00,2902.02,Electronics
C0036,2024-06-21 18:00:00,2809.62,Books
C0013,2024-05-27 05:00:00,2805.5,Sports
C0160,2024-05-20 07:00:00,3019.42,Electronics
C0327,2024-05-20 08:00:00,3383.96,Electronics
C0187,2024-06-07 05:00:00,4025.92,Sports
C0243,2024-03-15 16:00:00,1352.75,Grocery
C0086,2024-04-29 05:00:00,4126.12,Electronics
C0284,2024-05-24 20:00:00,2493.79,Clothing
C0066,2024-05-22 09:00:00,389.91,Sports
C0170,2024-03-09 13:00:00,297.46,Electronics
C0045,2024-02-20 05:00:00,1674.52,Books
C0062,2024-05-06 06:00:00,3925.56,Clothing
C0441,2024-04-29 16:00:00,3539.87,Electronics
C0134,2024-05-08 00:00:00,3944.13,Clothing
C0284,2024-03-18 06:00:00,2588.76,Clothing
C0028,2024-06-16 13:00:00,2203.79,Grocery
C0108,2024-04-22 20:00:00,741.53,Clothing
C0044,2024-05-25 22:00:00,1644.32,Grocery
C0340,2024-02-25 12:00:00,2172.93,Sports
C0286,2024-01-09 09:00:00,447.56,Grocery
C0446,2024-05-26 03:00:00,1106.96,Books
C0331,2024-06-24 12:00:00,2993.14,Electronics
C0128,2024-01-24 22:00:00,3679.64,Sports
C0348,2024-01-23 08:00:00,4991.75,Sports
C0473,2024-03-08 17:00:00,4665.9,Books
C0231,2024-03-29 10:00:00,3214.61,Grocery
C0190,2024-01-17 01:00:00,2109.13,Electronics
C0225,2024-05-16 17:00:00,3182.71,Grocery
C0385,2024-01-20 18:00:00,3929.33,Clothing
C0377,2024-01-18 09:00:00,596.09,Grocery
C0283,2024-05-30 00:00:00,2052.47,Sports
C0446,2024-02-09 18:00:00,4199.81,Electronics
C0121,2024-02-20 05:00:00,1922.25,Grocery
C0116,2024-06-20 16:00:00,2861.5,Electronics
C0461,2024-03-23 22:00:00,2940.91,Electronics
C0233,2024-05-28 20:00:00,926.46,Clothing
C0259,2024-06-22 06:00:00,1814.37,Clothing
C0359,2024-04-23 01:00:00,1675.88,Sports
C0198,2024-04-01 19:00:00,135.85,Books
C0456,2024-05-10 00:00:00,125.84,Electronics
C0411,2024-02-10 06:00:00,4159.33,Books
C0137,2024-05-23 00:00:00,1368.99,Sports
C0318,2024-01-29 16:00:00,2592.8,Electronics
C0165,2024-06-25 19:00:00,1497.13,Electronics
C0225,2024-06-03 05:00:00,4703.69,Books
C0307,2024-01-15 05:00:00,1300.19,Grocery
C0234,2024-03-12 20:00:00,2151.14,Clothing
C0172,2024-03-15 16:00:00,4364.29,Grocery
C0152,2024-03-14 07:00:00,4210.46,Books
C0463,2024-05-13 20:00:00,934.58,Clothing
C0315,2024-02-11 05:00:00,4014.2,Grocery
C0374,2024-04-04 06:00:00,2293.64,Clothing
C0160,2024-04-13 10:00:00,2417.43,Electronics
C0096,2024-02-09 15:00:00,671.73,Grocery
C0472,2024-01-31 02:00:00,407.6,Clothing
C0233,2024-05-21 05:00:00,3641.06,Clothing
C0180,2024-03-27 15:00:00,2484.82,Clothing
C0113,2024-04-23 05:00:00,2187.07,Grocery
C0318,2024-04-07 04:00:00,3648.89,Sports
C0497,2024-05-20 16:00:00,3828.74,Grocery
C0442,2024-03-03 12:00:00,798.75,Books
C0052,2024-01-12 21:00:00,3053.07,Grocery
C0268,2024-05-25 15:00:00,681.09,Clothing
C0295,2024-03-27 01:00:00,3758.12,Electronics
C0386,2024-02-02 00:00:00,3286.49,Grocery
C0387,2024-05-07 09:00:00,4783.29,Grocery
C0113,2024-06-27 17:00:00,349.45,Clothing
C0101,2024-03-31 01:00:00,289.99,Electronics
C0113,2024-05-17 05:00:00,1414.52,Electronics
C0440,2024-02-09 10:00:00,1312.22,Books
C0081,2024-05-18 23:00:00,1238.66,Grocery
C0187,2024-06-21 22:00:00,4531.74,Electronics
C0113,2024-03-02 17:00:00,1251.48,Electronics
C0002,2024-03-20 05:00:00,1363.39,Sports
C0130,2024-05-23 19:00:00,3798.19,Sports
C0220,2024-06-18 08:00:00,2251.45,Electronics
C0054,2024-01-03 06:00:00,3884.67,Books
C0343,2024-03-16 23:00:00,331.5,Electronics
C0485,2024-05-24 06:00:00,2440.42,Clothing
C0224,2024-05-08 07:00:00,172.9,Grocery
C0225,2024-02-04 16:00:00,317.95,Books
C0385,2024-04-26 22:00:00,4532.66,Clothing
C0403,2024-04-13 18:00:00,700.53,Books
C0126,2024-01-14 15:00:00,2664.44,Clothing
C0130,2024-05-17 22:00:00,2058.42,Grocery
C0053,2024-05-17 12:00:00,1739.98,Grocery
C0172,2024-06-02 03:00:00,4499.67,Sports
C0218,2024-05-07 06:00:00,114.01,Clothing
C0160,2024-03-30 07:00:00,3320.63,Sports
C0198,2024-02-24 15:00:00,4817.16,Clothing
C0416,2024-05-12 23:00:00,2803.04,Sports
C0247,2024-04-15 18:00:00,4684.43,Grocery
C0324,2024-06-14 23:00:00,266.03,Books
C0439,2024-01-07 20:00:00,2096.87,Sports
C0203,2024-06-27 05:00:00,1304.49,Clothing
C0184,2024-02-04 06:00:00,3655.45,Clothing
C0123,2024-02-09 07:00:00,4906.58,Grocery
C0401,2024-02-02 06:00:00,1286.37,Clothing
C0255,2024-04-01 14:00:00,3272.6,Electronics
C0294,2024-05-11 12:00:00,994.5,Books
C0280,2024-06-25 18:00:00,2828.82,Sports
C0325,2024-06-02 23:00:00,2322.34,Books
C0372,2024-05-23 20:00:00,4860.17,Grocery
C0098,2024-02-08 02:00:00,3044.59,Sports
C0198,2024-02-24 12:00:00,1750.78,Sports
C0470,2024-06-23 01:00:00,574.91,Electronics
C0395,2024-01-22 09:00:00,760.48,Grocery
C0240,2024-03-21 00:00:00,1130.46,Clothing
C0144,2024-05-29 18:00:00,1258.58,Electronics
C0097,2024-02-28 17:00:00,4253.83,Electronics
C0201,2024-05-12 22:00:00,2808.31,Books
C0124,2024-03-05 19:00:00,2619.34,Books
C0187,2024-02-03 12:00:00,578.27,Books
C0326,2024-02-23 07:00:00,4301.4,Electronics
C0464,2024-05-29 01:00:00,3615.46,Clothing
C0349,2024-04-30 21:00:00,343.0,Sports
C0259,2024-02-27 19:00:00,3540.64,Books
C0148,2024-04-25 01:00:00,2719.97,Clothing
C0252,2024-04-21 15:00:00,413.22,Grocery
C0443,2024-03-28 18:00:00,2294.21,Books
C0420,2024-06-24 23:00:00,2426.06,Sports
C0403,2024-04-25 08:00:00,833.04,Grocery
C0346,2024-06-13 17:00:00,4728.76,Grocery
C0451,2024-05-12 18:00:00,4250.63,Sports
C0147,2024-05-16 16:00:00,3346.77,Books
C0148,2024-04-17 05:00:00,2314.17,Electronics
C0352,2024-04-18 07:00:00,2061.77,Sports
C0199,2024-06-17 01:00:00,3256.61,Sports
C0308,2024-01-10 20:00:00,2729.43,Sports
C0489,2024-02-24 08:00:00,316.05,Grocery
C0417,2024-05-22 22:00:00,2564.95,Clothing
C0424,2024-02-24 05:00:00,4032.99,Electronics
C0128,2024-04-15 21:00:00,2298.9,Books
C0039,2024-03-26 11:00:00,264.52,Books
C0338,2024-01-19 09:00:00,3932.46,Clothing
C0360,2024-03-27 12:00:00,1010.81,Sports
C0129,2024-05-12 12:00:00,1296.81,Electronics
C0267,2024-04-20 17:00:00,827.71,Books
C0476,2024-06-07 06:00:00,1654.42,Books
C0441,2024-02-03 12:00:00,3784.97,Sports
C0473,2024-01-04 02:00:00,2599.33,Clothing
C0434,2024-03-31 15:00:00,1028.38,Electronics
C0151,2024-06-12 12:00:00,4389.76,Clothing
C0415,2024-03-28 01:00:00,4398.51,Clothing
C0478,2024-01-02 16:00:00,4353.54,Electronics
C0298,2024-03-27 17:00:00,1197.79,Electronics
C0099,2024-03-08 14:00:00,2258.94,Books
C0263,2024-01-15 05:00:00,4925.02,Books
C0252,2024-06-17 20:00:00,3861.2,Electronics
C0144,2024-03-27 10:00:00,140.7,Grocery
C0346,2024-01-27 21:00:00,330.7,Books
C0112,2024-06-26 15:00:00,2322.34,Grocery
C0060,2024-01-26 09:00:00,4546.55,Electronics
C0369,2024-01-19 22:00:00,2695.82,Books
C0002,2024-05-03 01:00:00,2491.57,Clothing
C0385,2024-03-12 04:00:00,531.84,Electronics
C0304,2024-05-24 16:00:00,3285.62,Sports
C0254,2024-05-03 17:00:00,4111.41,Grocery
C0140,2024-05-06 04:00:00,1905.2,Electronics
C0453,2024-04-21 17:00:00,3879.18,Electronics
C0037,2024-05-31 05:00:00,4822.56,Books
C0160,2024-06-25 01:00:00,1022.81,Books
C0009,2024-05-07 19:00:00,2619.03,Books
C0233,2024-02-27 18:00:00,1439.25,Sports
C0099,2024-06-06 08:00:00,3965.31,Books
C0147,2024-04-29 10:00:00,2890.08,Electronics
C0304,2024-05-20 03:00:00,3174.74,Books
C0208,2024-06-20 20:00:00,3990.58,Clothing
C0131,2024-01-07 04:00:00,1982.87,Books
C0404,2024-06-09 10:00:00,4575.87,Sports
C0152,2024-03-26 18:00:00,2667.48,Clothing
C0054,2024-02-17 08:00:00,793.98,Electronics
C0120,2024-01-08 18:00:00,3481.02,Electronics
C0161,2024-04-28 22:00:00,3967.34,Grocery
C0408,2024-02-22 02:00:00,1587.22,Clothing
C0116,2024-02-25 13:00:00,4286.61,Grocery
C0075,2024-06-23 17:00:00,4531.19,Clothing
C0113,2024-06-21 22:00:00,1388.14,Clothing
C0456,2024-04-22 23:00:00,4917.69,Sports
C0420,2024-03-15 09:00:00,707.85,Grocery
C0422,2024-02-01 06:00:00,1014.07,Sports
C0104,2024-03-14 10:00:00,925.2,Clothing
C0340,2024-06-12 08:00:00,4470.48,Electronics
C0254,2024-01-21 01:00:00,3273.19,Clothing
C0227,2024-01-07 09:00:00,764.76,Sports
C0112,2024-03-04 12:00:00,2204.42,Grocery
C0473,2024-03-29 08:00:00,3078.41,Grocery
C0099,2024-04-07 15:00:00,421.9,Sports
C0153,2024-02-21 16:00:00,4412.67,Grocery
C0349,2024-01-03 12:00:00,4019.0,Books
C0402,2024-02-09 02:00:00,2528.51,Electronics
C0384,2024-03-09 07:00:00,4835.8,Electronics
C0366,2024-06-20 16:00:00,2091.72,Electronics
C0338,2024-06-25 02:00:00,4920.63,Grocery
C0194,2024-05-28 17:00:00,3341.26,Grocery
C0310,2024-02-22 04:00:00,3175.18,Clothing
C0163,2024-06-24 03:00:00,833.94,Clothing
C0208,2024-01-08 03:00:00,4410.23,Electronics
C0445,2024-03-01 18:00:00,2140.31,Books
C0169,2024-05-27 21:00:00,815.36,Clothing
C0484,2024-06-23 21:00:00,67.97,Clothing
C0161,2024-04-06 18:00:00,2800.98,Grocery
C0068,2024-03-09 04:00:00,2639.36,Books
C0289,2024-05-09 19:00:00,3598.17,Electronics
C0398,2024-06-19 10:00:00,4451.84,Clothing
C0277,2024-05-05 04:00:00,401.64,Books
C0304,2024-01-14 17:00:00,3658.82,Books
C0404,2024-05-31 16:00:00,941.12,Electronics
C0384,2024-06-11 06:00:00,4291.59,Books
C0392,2024-06-20 03:00:00,4096.22,Books
C0135,2024-02-25 21:00:00,2706.26,Books
C0195,2024-06-01 15:00:00,3552.66,Clothing
C0401,2024-01-09 23:00:00,1575.18,Electronics
C0128,2024-01-15 02:00:00,2358.48,Books
C0033,2024-06-18 06:00:00,4109.08,Books
C0176,2024-04-22 20:00:00,2299.03,Clothing
C0460,2024-05-11 08:00:00,1792.2,Electronics
C0443,2024-03-13 22:00:00,2473.59,Grocery
C0371,2024-04-10 21:00:00,4142.11,Clothing
C0470,2024-01-30 13:00:00,1679.36,Electronics
C0375,2024-06-04 06:00:00,872.94,Books
C0022,2024-05-31 18:00:00,3561.51,Electronics
C0238,2024-06-15 09:00:00,4130.76,Electronics
C0158,2024-01-21 08:00:00,507.68,Electronics
C0038,2024-01-02 22:00:00,1203.17,Grocery
C0230,2024-05-19 23:00:00,714.15,Electronics
C0365,2024-01-17 16:00:00,1742.97,Grocery
C0051,2024-06-15 06:00:00,2254.5,Books
C0438,2024-05-11 13:00:00,3745.39,Grocery
C0264,2024-01-17 06:00:00,3257.48,Books
C0283,2024-06-09 13:00:00,3106.54,Books
C0027,2024-01-27 04:00:00,1765.11,Grocery
C0226,2024-06-25 08:00:00,4208.03,Clothing
C0277,2024-05-02 02:00:00,2359.08,Sports
C0286,2024-03-04 09:00:00,4895.63,Electronics
C0097,2024-02-04 10:00:00,3172.54,Sports
C0284,2024-03-03 12:00:00,635.69,Electronics
C0367,2024-05-17 06:00:00,3382.51,Electronics
C0448,2024-04-10 19:00:00,1628.89,Books
C0481,2024-02-08 22:00:00,3433.2,Electronics
C0453,2024-05-06 18:00:00,352.86,Electronics
C0317,2024-03-02 02:00:00,878.53,Grocery
C0304,2024-05-28 09:00:00,4279.41,Sports
C0147,2024-01-26 14:00:00,1139.76,Grocery
C0004,2024-02-19 06:00:00,4186.02,Electronics
C0035,2024-05-14 07:00:00,1399.98,Books
C0192,2024-04-21 03:00:00,3216.2,Grocery
C0049,2024-01-06 10:00:00,3472.28,Grocery
C0017,2024-05-04 07:00:00,2565.71,Clothing
C0172,2024-06-27 06:00:00,1530.03,Electronics
C0220,2024-01-02 14:00:00,1067.16,Books
C0158,2024-06-13 23:00:00,170.78,Grocery
C0477,2024-05-29 11:00:00,1523.21,Grocery
C0046,2024-02-08 08:00:00,3267.55,Books
C0373,2024-04-25 09:00:00,4691.83,Electronics
C0006,2024-06-20 07:00:00,4356.67,Clothing
C0099,2024-01-21 12:00:00,3831.49,Grocery
C0380,2024-02-17 03:00:00,3943.29,Clothing
C0233,2024-05-26 17:00:00,3326.6,Sports
C0037,2024-01-13 22:00:00,1305.13,Electronics
C0280,2024-01-31 18:00:00,4536.44,Sports
C0349,2024-05-15 01:00:00,3355.31,Sports
C0497,2024-01-23 17:00:00,2804.4,Sports
C0302,2024-04-12 13:00:00,559.39,Electronics
C0181,2024-03-16 04:00:00,2238.04,Electronics
C0095,2024-05-13 20:00:00,2304.49,Books
C0099,2024-06-07 18:00:00,4323.5,Clothing
C0188,2024-02-03 21:00:00,2735.51,Clothing
C0481,2024-06-20 20:00:00,1905.1,Books
C0116,2024-03-25 16:00:00,4884.12,Books
C0191,2024-01-11 04:00:00,558.05,Sports
C0253,2024-01-12 07:00:00,2115.63,Books
C0469,2024-05-26 07:00:00,214.91,Grocery
C0416,2024-03-14 19:00:00,3700.82,Clothing
C0471,2024-02-22 14:00:00,4590.79,Books
C0161,2024-04-11 00:00:00,1403.79,Grocery
C0256,2024-02-08 08:00:00,4292.42,Grocery
C0323,2024-05-22 22:00:00,1464.63,Grocery
C0128,2024-04-19 08:00:00,4554.3,Grocery
C0018,2024-06-05 16:00:00,3771.04,Sports
C0281,2024-03-26 10:00:00,4025.51,Grocery
C0490,2024-05-25 20:00:00,94.94,Sports
C0223,2024-02-18 13:00:00,4814.24,Sports
C0054,2024-01-16 15:00:00,3634.72,Grocery
C0058,2024-03-25 17:00:00,1527.23,Clothing
C0323,2024-01-07 01:00:00,4147.83,Grocery
C0360,2024-01-18 23:00:00,1411.2,Grocery
C0174,2024-01-30 08:00:00,4364.41,Grocery
C0280,2024-04-19 16:00:00,567.34,Clothing
C0114,2024-02-10 03:00:00,3519.91,Electronics
C0288,2024-04-03 02:00:00,2705.79,Electronics
C0431,2024-03-26 01:00:00,487.19,Sports
C0342,2024-03-17 04:00:00,1213.26,Sports
C0151,2024-03-28 20:00:00,66.96,Clothing
C0450,2024-06-18 12:00:00,2346.5,Books
C0127,2024-02-09 02:00:00,1509.82,Electronics
C0155,2024-02-03 14:00:00,2993.8,Sports
C0490,2024-03-01 23:00:00,1489.7,Electronics
C0386,2024-05-22 07:00:00,1503.1,Clothing
C0474,2024-01-01 10:00:00,3717.25,Clothing
C0273,2024-03-18 20:00:00,245.47,Books
C0104,2024-02-06 20:00:00,4514.96,Books
C0417,2024-05-28 12:00:00,4262.06,Clothing
C0393,2024-02-27 21:00:00,3340.68,Sports
C0299,2024-05-21 17:00:00,2968.14,Electronics
C0246,2024-06-29 01:00:00,4462.05,Grocery
C0176,2024-02-04 08:00:00,930.72,Books
C0039,2024-04-04 09:00:00,399.45,Grocery
C0477,2024-02-09 00:00:00,1201.35,Sports
C0170,2024-04-26 16:00:00,3973.92,Books
C0247,2024-04-16 09:00:00,178.18,Grocery
C0026,2024-06-09 05:00:00,2916.12,Sports
C0355,2024-03-15 20:00:00,4977.21,Electronics
C0306,2024-01-03 05:00:00,4279.2,Sports
C0409,2024-01-31 06:00:00,2609.62,Books
C0408,2024-04-24 00:00:00,322.89,Clothing
C0013,2024-05-12 02:00:00,4157.71,Electronics
C0316,2024-03-20 17:00:00,2996.9,Grocery
C0391,2024-03-07 12:00:00,579.09,Books
C0313,2024-03-20 18:00:00,473.82,Clothing
C0036,2024-04-12 18:00:00,4548.59,Sports
C0173,2024-04-24 01:00:00,3347.66,Clothing
C0020,2024-02-05 09:00:00,4147.29,Books
C0321,2024-03-28 21:00:00,4395.5,Books
C0264,2024-01-01 02:00:00,2861.0,Clothing
C0494,2024-06-26 07:00:00,2589.64,Sports
